game,avg_count,avg_reward,avg_jabuka,vrijeme
0,9.96,-0.0016666666666666668,0.0,4.44205117225647
1,9.910400000000001,-0.00365,0.0,0.04371190071105957
2,9.901296,-0.004724611111111111,0.0,0.06812548637390137
3,9.872283040000001,-0.006105936428571428,0.0,0.05173611640930176
4,9.9535602096,-0.006600432619841269,0.0,0.13318347930908203
5,9.954024607504001,-0.006534428293642857,0.01,0.05854964256286621
6,9.914484361428961,-0.008135750677373094,0.0099,0.03582882881164551
7,10.125339517814671,-0.008376973815760653,0.009801,0.24248123168945312
8,10.084086122636526,-0.009959870744269713,0.00970299,0.030920743942260742
9,10.133245261410162,-0.009860272036827015,0.0196059601,0.12026453018188477
10,10.13191280879606,-0.010761669316458746,0.019409900499,0.08980393409729004
11,10.150593680708099,-0.011487385956627492,0.019215801494009997,0.09718990325927734
12,10.149087743901017,-0.012372512097061215,0.019023643479069898,0.05928659439086914
13,10.187596866462007,-0.012963072690376318,0.0188334070442792,0.09578871726989746
14,10.175720897797387,-0.013944553074583666,0.018645072973836406,0.04980301856994629
15,10.133963688819414,-0.015471774210504496,0.01845862224409804,0.03358054161071777
16,10.212624051931218,-0.015872612023955006,0.018274036021657062,0.10451745986938477
17,10.300497811411905,-0.01624020169318914,0.018091295661440493,0.13055181503295898
18,10.577492833297786,-0.016340957570994092,0.01791038270482609,0.276444673538208
19,10.721717904964807,-0.016577547995284152,0.01773127887777783,0.1376323699951172
20,10.82450072591516,-0.016887962991521788,0.01755396608900005,0.1279456615447998
21,10.816255718656008,-0.01771908336160657,0.01737842642811005,0.07015228271484375
22,10.838093161469448,-0.018311123297221274,0.01720464216382895,0.097747802734375
23,10.849712229854752,-0.01896134539758239,0.01703259574219066,0.10880923271179199
24,10.801215107556205,-0.020438398610273235,0.016862269784768753,0.03303027153015137
25,11.133202956480643,-0.02046128735144323,0.016693647086921067,0.3196125030517578
26,11.171870926915837,-0.020923341144595466,0.016526710616051855,0.09475398063659668
27,11.110152217646679,-0.02271410773314951,0.016361443509891337,0.031325340270996094
28,11.269050695470211,-0.022857337026188387,0.016197829074792423,0.21411705017089844
29,11.316360188515509,-0.023253763655926504,0.016035850784044497,0.08928036689758301
30,11.363196586630353,-0.02364622601936724,0.01587549227620405,0.11244797706604004
31,11.40956462076405,-0.02403476375917357,0.01571673735344201,0.09952640533447266
32,11.385468974556408,-0.024905527232692945,0.01555956997990759,0.057776689529418945
33,11.471614284810844,-0.025156471960366016,0.015403974280108514,0.11305069923400879
34,11.446898141962736,-0.026016018351873466,0.01524993453730743,0.05052351951599121
35,11.452429160543108,-0.026589191501688064,0.015097435191934355,0.07349753379821777
36,11.457904868937677,-0.027156632920004514,0.01494646084001501,0.06576013565063477
37,11.4133258202483,-0.028313638019375895,0.01479699623161486,0.05507826805114746
38,11.449192562045818,-0.028697168305848803,0.014649026269298713,0.10518932342529297
39,11.40470063642536,-0.029838768051361743,0.014502536006605725,0.039345741271972656
40,11.350653630061107,-0.03120704703751479,0.014357510646539668,0.048741817474365234
41,11.357147093760494,-0.03172830990047298,0.01421393554007427,0.07970213890075684
42,11.393575622822889,-0.03207769346813492,0.014071796184673527,0.1306753158569336
43,11.38963986659466,-0.03266600744254448,0.013931078222826791,0.1101686954498291
44,11.715743467928712,-0.03256662009539176,0.013791767440598523,0.2947049140930176
45,11.798586033249425,-0.032240953894437846,0.023653849766192538,0.12365961074829102
46,11.93060017291693,-0.03151854435549347,0.043417311268530615,0.17358756065368652
47,11.93129417118776,-0.03203669224527187,0.042983138155845306,0.0777430534362793
48,11.891981229475883,-0.03296632532281915,0.042553306774286856,0.04647397994995117
