game,avg_loss
462,17.569535619475293
463,17.49261045378802
464,17.413334802284613
465,17.33425646911432
466,17.25726508668977
467,17.181406364751588
468,17.105326487752013
469,17.031372939014
470,16.958271965687942
471,16.88705813142913
472,16.81621650934395
473,16.74557618510351
474,16.675179807685407
475,16.604177002316867
476,16.533639179163913
477,16.462774608481233
478,16.39448745991324
479,16.329397570476434
480,16.26356934093429
481,16.196816468494866
482,16.131580813383874
483,16.064539249264694
484,15.997381680874764
485,15.931574811711583
486,15.866943587879321
487,15.80590327865079
488,15.738612960577939
489,15.675320048413539
490,15.613602716786142
491,15.551516954467317
492,15.490523975685036
493,15.42710774242025
494,15.365156896421555
495,15.303677525031148
496,15.240773532789364
497,15.18270737138155
498,15.123225772925531
499,15.065560119423338
500,15.006286662039498
501,14.948783531491477
502,14.893544652515098
503,14.837411066960222
504,14.781592862208619
505,14.72136511862397
506,14.665207322442557
507,14.609070506791085
508,14.555471581025465
509,14.499237093086766
510,14.443264016324788
511,14.387629007129371
512,14.335171839445984
513,14.281656209418493
514,14.229038136197074
515,14.174968305968713
516,14.123036257834265
517,14.069949552439178
518,14.020830505392754
519,13.971090028694412
520,13.92226184095624
521,13.87267586590374
522,13.822236990630573
523,13.773508910085186
524,13.723822965536922
525,13.675159815117658
526,13.628676190142038
527,13.580809093402268
528,13.532579388926482
529,13.48608373005101
530,13.435610050098093
531,13.388762243327074
532,13.343276687227124
533,13.295782300433258
534,13.247836449398607
535,13.20317143711736
536,13.159236202571973
537,13.114645161419585
538,13.07092206233202
539,13.025364803025475
540,12.982584983877398
541,12.939732941033585
542,12.89275431794891
543,12.848346018413167
544,12.809210852791413
545,12.768848368329532
546,12.72674140157709
547,12.683983482335949
548,12.642045133538453
549,12.600040703507476
550,12.55846972161694
551,12.518392070124907
552,12.477220121626077
553,12.436753607019513
554,12.397696240034492
555,12.357248175518063
556,12.31709419156253
557,12.280105008130064
558,12.242609258969756
559,12.204235925885268
560,12.165246860416064
561,12.127708168840712
562,12.09065803106158
563,12.052548414112549
564,12.01463216948328
565,11.978702946080546
566,11.944576421774157
567,11.908558440253607
568,11.874350510177935
569,11.839071613807636
570,11.801867575641019
571,11.767778622572168
572,11.731950968997653
573,11.692271873534796
574,11.656832035611053
575,11.623589737698916
576,11.591266402216938
577,11.558619179634107
578,11.525646884865496
579,11.495097853752329
580,11.46241883276242
581,11.431616320921071
582,11.399364664939757
583,11.367191505412
584,11.336482808128682
585,11.304993298632766
586,11.273839729736284
587,11.243560573394525
588,11.213560681060544
589,11.181542929041765
590,11.15159986027776
591,11.120792531028876
592,11.087777851043889
593,11.056976875590335
594,11.02697910663462
595,10.997121314193596
596,10.96780100016207
597,10.938574367226378
598,10.909454753484338
599,10.880693124985957
600,10.852155269086358
601,10.825873534182895
602,10.79900403092735
603,10.769361931535707
604,10.74282695497308
605,10.718554002053343
606,10.691496482476394
607,10.664065761036271
608,10.639934460130966
609,10.613056963048553
610,10.58617967841653
611,10.558926809246202
612,10.531722523227257
613,10.505791173500583
614,10.479750087013928
615,10.45258671842788
616,10.424788435751603
617,10.40046634332495
618,10.3765796346968
619,10.35170788411156
620,10.326373325716167
621,10.300240006256194
622,10.274467921589283
623,10.248644686544461
624,10.224711778898614
625,10.198830649129295
626,10.175273064873021
627,10.152902102669913
628,10.128547880463362
629,10.103127543258458
630,10.079988591308068
631,10.05468394036179
632,10.03163749576676
633,10.008404052336578
634,9.987528794145952
635,9.965738230942943
636,9.943584000757255
637,9.921582770843283
638,9.896214981508654
639,9.87552726452415
640,9.853438638712559
641,9.833624913790437
642,9.812366800833018
643,9.792552775546076
644,9.769209258127292
645,9.74791785059731
646,9.726507936648575
647,9.707384512872263
648,9.6864570228648
649,9.664175859145343
650,9.642394885914346
651,9.622084619766829
652,9.600456462281471
653,9.578942643817985
654,9.55975550983969
655,9.540615328501282
656,9.521848764394498
657,9.50140914781561
658,9.479970770516786
659,9.45901745588702
660,9.438667643438523
661,9.419430891892304
662,9.399439770642166
663,9.38108876176203
664,9.361509633830781
665,9.342006683961474
666,9.320764208220801
667,9.304577324468845
668,9.286446206144374
669,9.265098814138003
670,9.246828002979385
671,9.225241919413653
672,9.207509687719988
673,9.189979354380068
674,9.173896424398556
675,9.156298823512346
676,9.138474048187986
677,9.119535130041573
678,9.102703008091067
679,9.085806461753473
680,9.069298681761861
681,9.049462854840892
682,9.030273534582737
683,9.011664780805214
684,8.995662172714999
685,8.977501145963423
686,8.960591685657926
687,8.942598133417642
688,8.92565147927148
689,8.909627820144228
690,8.894006322595853
691,8.878953503604762
692,8.863734579410204
693,8.846920443983159
694,8.833501879534813
695,8.81693404257908
696,8.800996822865347
697,8.784588818950315
698,8.769880133962209
699,8.752842138440881
700,8.738463037884406
701,8.723894043597149
702,8.709428356224159
703,8.695590630438433
704,8.679852110253886
705,8.666135089013576
706,8.65170396741768
707,8.636475866006139
708,8.621993501579972
709,8.60694871637607
710,8.591996088411364
711,8.576199343052577
712,8.559052734849542
713,8.543960956044439
714,8.528883027271565
715,8.514914211081907
716,8.498512280043652
717,8.482872415648673
718,8.470754435080242
719,8.458241408806344
720,8.443119124282921
721,8.427150449601314
722,8.415378633379717
723,8.40481910137091
724,8.39072371936575
725,8.375512845712054
726,8.360798938514597
727,8.346190140690547
728,8.331661928403316
729,8.318879912014799
730,8.306347710327199
731,8.294323362158957
732,8.279944659124242
733,8.268285996080495
734,8.25695506666738
735,8.242596821254585
736,8.230366298547828
737,8.21826118695026
738,8.203925160816341
739,8.189801909130123
740,8.176833226819559
741,8.165400648959952
742,8.15140519272939
743,8.137717490196229
744,8.121836537146347
745,8.107734144119004
746,8.094413184408374
747,8.0818213172822
748,8.068655285783601
749,8.053238488250813
750,8.0405166959748
751,8.029388831293774
752,8.01667671480012
753,8.00396821389716
754,7.9927169341512885
755,7.979722709618964
756,7.967937620142113
757,7.958240555321024
758,7.947360075673557
759,7.937399785987401
760,7.924668955981871
761,7.913325923346821
762,7.899573435306249
763,7.888277976948092
764,7.87747789080676
765,7.865355088251185
766,7.853842227901406
767,7.843693456564041
768,7.831102870881824
769,7.820977086049682
770,7.807861381761522
771,7.796528920015789
772,7.783423291111682
773,7.771156989980403
774,7.759770640108999
775,7.748680334072679
776,7.73772964451047
777,7.726987901990098
778,7.715232483324096
779,7.702139164211649
780,7.69082608310286
781,7.679326909462876
782,7.667457390897029
783,7.6557332692633056
784,7.645581376025975
785,7.6358843700661
786,7.630526929859761
787,7.621199000577189
788,7.61119636854202
789,7.600762889832552
790,7.592890041410429
791,7.582631057568996
792,7.570972288898399
793,7.559455718424905
794,7.54876266313747
795,7.53904401966397
796,7.528521708645642
797,7.520645953051125
798,7.509773253731538
799,7.499567887361795
800,7.488233899290535
801,7.478567191756625
802,7.47045930498671
803,7.459588989327164
804,7.449549653826018
805,7.439234789339806
806,7.431187208055006
807,7.4220539660265095
808,7.41329165814615
809,7.403590273437349
810,7.39452127918688
811,7.385128459579121
812,7.372654376952919
813,7.36200355050939
814,7.352714234886869
815,7.342412829642972
816,7.33388013929401
817,7.323357428561913
818,7.313163250815444
819,7.305543967935428
820,7.2975793251265975
821,7.28836884236512
822,7.278379211593977
823,7.269916679597778
824,7.260489714169891
825,7.251589888116085
826,7.2431431908292945
827,7.234134615705542
828,7.225280554667629
829,7.214636427254987
830,7.204428854946693
831,7.195358695831552
832,7.186593431587143
833,7.176910375642341
834,7.168669257383089
835,7.159663409900953
836,7.151281430543149
837,7.142482694534
838,7.132848332915982
839,7.124818918446277
840,7.115861805431571
841,7.1060203304609875
842,7.098045328786909
843,7.0893551643320505
844,7.082791900825821
845,7.0744189158580735
846,7.066325647132471
847,7.056227462012412
848,7.048224642988922
849,7.040007983570836
850,7.032038920032021
851,7.022652786101664
852,7.013584890061134
853,7.004355529772436
854,6.995565509883281
855,6.986908608337007
856,6.978603870024472
857,6.96903668879633
858,6.960129801686892
859,6.951106599620596
860,6.941920127358747
861,6.933110052005059
862,6.92388455351855
863,6.91603595815831
864,6.908649832499182
865,6.901988734396668
866,6.8949912520606205
867,6.885370495668586
868,6.87865626539092
869,6.872326885937272
870,6.864673829003975
871,6.856380237156935
872,6.849006322479058
873,6.840453262996595
874,6.831568988707686
875,6.825523660481134
876,6.817938877707405
877,6.809029625098924
878,6.80020938555584
879,6.791508365592969
880,6.7825267694034554
881,6.7754280040703545
882,6.76685773801113
883,6.75749520823895
884,6.7504804715143765
885,6.743470401720318
886,6.7353310598427845
887,6.727505831495809
888,6.720071275221677
889,6.711379870592345
890,6.703515252823815
891,6.694897778304972
892,6.68643712055817
893,6.67890889099819
894,6.669941772689247
895,6.661480176432126
896,6.6572252483358785
897,6.6519810445406
898,6.644572243642181
899,6.638224958742973
900,6.629986930447675
901,6.622919466233349
902,6.617143375067953
903,6.608821353671848
904,6.602023199272829
905,6.593693897711125
906,6.585283699089256
907,6.577561924503424
908,6.572159116700079
909,6.565121623407543
910,6.557944309277445
911,6.551187120441634
912,6.5433185090135195
913,6.535953810587255
914,6.529130839408938
915,6.521114394410334
916,6.513312101641851
917,6.506716555968706
918,6.499324189840471
919,6.491530909148773
920,6.484363132472447
921,6.476128098268102
922,6.469112915716901
923,6.466402641322296
924,6.459306563987301
925,6.4527113125524505
926,6.446209474259202
927,6.44139378952982
928,6.433816512881395
929,6.426763798841209
930,6.418855746143685
931,6.411405447748597
932,6.404286386142468
933,6.397021109853887
934,6.39054871790465
935,6.384525203217984
936,6.378976724077188
937,6.371556775610601
938,6.365685257359602
939,6.358797744075561
940,6.352828915701326
941,6.346862991574991
942,6.34180096001454
943,6.335053525808441
944,6.329285325268117
945,6.32304086690914
946,6.317015889779599
947,6.309397124941934
948,6.302891858785481
949,6.2962569529552
950,6.2893126437262215
951,6.282231177061172
952,6.275896042372869
953,6.269986987064094
954,6.264261188819971
955,6.258698166101384
956,6.251142943230241
957,6.245173981222098
958,6.240161054642049
959,6.234106821133902
960,6.228832343412485
961,6.222864672292572
962,6.218277024498452
963,6.211809010278681
964,6.205777169444566
965,6.200412227211527
966,6.193851004265565
967,6.187930602164267
968,6.181831692916802
969,6.174147723679116
970,6.168101254549557
971,6.161943330997843
972,6.15699478703361
973,6.1519105569854196
974,6.146780378558996
975,6.139699470233939
976,6.134587579700506
977,6.130773871131562
978,6.1234027284740105
979,6.119587227497654
980,6.115055118163569
981,6.108207876719754
982,6.0998727527333845
983,6.092669602378865
984,6.086372471190957
985,6.08077088695967
986,6.074662922219283
987,6.071337221053145
988,6.0652156002462725
989,6.062356725598864
990,6.057151777775272
991,6.052496882649744
992,6.0465367681811735
993,6.037827747511444
994,6.031341851147556
995,6.024341442989722
996,6.018945329796795
997,6.013685879335496
998,6.007266155857087
999,6.000144962580302
1000,5.993863671274253
1001,5.988802186957916
1002,5.98360466560971
1003,5.976537758686903
1004,5.971379566305372
1005,5.965335109684599
1006,5.959538049030556
1007,5.953504430509194
1008,5.949228344570132
1009,5.943693842503495
1010,5.939809925706228
1011,5.935160155540335
1012,5.9300850864806085
1013,5.926228464565584
1014,5.920025799707114
1015,5.914183845771993
1016,5.9089389585300385
1017,5.90462763200965
1018,5.899267743863197
1019,5.893152385940244
1020,5.888269839028198
1021,5.8825828670265805
1022,5.87804261789239
1023,5.872655371342332
1024,5.867412941589646
1025,5.8627110455873055
1026,5.856367845805363
1027,5.84945191936761
1028,5.846366183298467
1029,5.841067304440842
1030,5.835448000803344
1031,5.830099841648369
1032,5.824766494386815
1033,5.820202499978356
1034,5.814515823442432
1035,5.808100538115049
1036,5.8027385890842424
1037,5.796244189819287
1038,5.790268249014756
1039,5.786001993967437
1040,5.779884364431247
1041,5.774926904480461
1042,5.768701704730355
1043,5.763634670311397
1044,5.758702823577178
1045,5.7532363095279635
1046,5.748720461088018
1047,5.7425155931165
1048,5.735572311605866
1049,5.730763856563225
1050,5.726114540537156
1051,5.720507178152844
1052,5.7144803558503945
1053,5.71013924186461
1054,5.706115932435677
1055,5.702061088795225
1056,5.697083148233507
1057,5.6951763745009165
1058,5.690410695257107
1059,5.685759560875598
1060,5.680417465778147
1061,5.6765034905186935
1062,5.671185658051362
1063,5.666241359453267
1064,5.6605193335660875
1065,5.6550825953025585
1066,5.651622146415314
1067,5.647990923993491
1068,5.643004052848343
1069,5.639217866743511
1070,5.63532449818042
1071,5.629316089567557
1072,5.623788397241028
1073,5.618569293190846
1074,5.6128020589415115
1075,5.608568806355178
1076,5.605499405081866
1077,5.600138731816492
1078,5.595272051825677
1079,5.591354851904621
1080,5.5860386046351485
1081,5.58139239082678
1082,5.577003020891255
1083,5.572671037266646
1084,5.568692523967552
1085,5.562155826262549
1086,5.559151423575102
1087,5.554692605809401
1088,5.5510704216324775
1089,5.54539708585359
1090,5.540190839512986
1091,5.534531587056767
1092,5.529171644009844
1093,5.5237570384344306
1094,5.5194444748551375
1095,5.514280994024775
1096,5.510490677693101
1097,5.507505209536652
1098,5.502756060566908
1099,5.498140532266996
1100,5.494540187276005
1101,5.489560560728598
1102,5.483394038708938
1103,5.480692953076787
1104,5.474075508089666
1105,5.469668008550226
1106,5.4651018434957255
1107,5.4597517359505625
1108,5.456365201092318
1109,5.452274721890288
1110,5.449345154323159
1111,5.446065527932456
1112,5.4406527961623325
1113,5.436109480197606
1114,5.432881393577148
1115,5.429111981546783
1116,5.425327492758144
1117,5.42053711820582
1118,5.415733484927272
1119,5.410938044757573
1120,5.407234567619362
1121,5.4038821016365555
1122,5.398778903450994
1123,5.395033646325973
1124,5.391585566417551
1125,5.387435707759429
1126,5.382293850943287
1127,5.379027941806178
1128,5.374213808970867
1129,5.370054015538483
1130,5.365653896815771
1131,5.36110271136529
1132,5.356697787634515
1133,5.351850954682993
1134,5.350131738775592
1135,5.345817118023672
1136,5.342362325814006
1137,5.33961225618162
1138,5.337350081070192
1139,5.332415311591615
1140,5.327466051628854
1141,5.323742279029314
1142,5.32060640990732
1143,5.317671274350573
1144,5.315185491022364
1145,5.309688867174693
1146,5.306706259260177
1147,5.301764829633879
1148,5.298581504808304
1149,5.2944510636509765
1150,5.289293075298603
1151,5.285085958736503
1152,5.281860595173412
1153,5.2780018539196965
1154,5.273751308389278
1155,5.270386574559898
1156,5.267401839016748
1157,5.264615413867328
1158,5.259401750999874
1159,5.255304040869647
1160,5.251160513441346
1161,5.246572465895914
1162,5.242845125519055
1163,5.239030978520836
1164,5.2362871548827865
1165,5.2341537639161695
1166,5.231079570071274
1167,5.228031958374294
1168,5.224483999089272
1169,5.219516806652544
1170,5.214650384228915
1171,5.212115814808486
1172,5.20779872851028
1173,5.202518262245394
1174,5.199226292156736
1175,5.195895433124831
1176,5.190275567626509
1177,5.185087581604383
1178,5.182221197530119
1179,5.178499572363464
1180,5.175346133214157
1181,5.171379613974323
1182,5.167377385257876
1183,5.163969408235165
1184,5.159147720819316
1185,5.155264114850026
1186,5.151267537200843
1187,5.147472372912557
1188,5.143312947613194
1189,5.139068915182064
1190,5.135817122898043
1191,5.132255876820634
1192,5.127545732030523
1193,5.123795080563765
1194,5.120127430364425
1195,5.116602117981339
1196,5.111899979439794
1197,5.108276864954601
1198,5.105925880251777
1199,5.103043095944236
1200,5.098394961354577
1201,5.0949207028440995
1202,5.0913076133978015
1203,5.089517200509693
1204,5.086210056219886
1205,5.084005677223816
1206,5.080057800584514
1207,5.075142038319763
1208,5.071216436460352
1209,5.067914601743179
1210,5.064393744852695
1211,5.060969444922696
1212,5.057425771160747
1213,5.052941934015517
1214,5.049522700233214
1215,5.0464900167474935
1216,5.0429016574085335
1217,5.039758687221895
1218,5.0370050843476895
1219,5.033283054254792
1220,5.030700128845168
1221,5.026863770911803
1222,5.023032730737495
1223,5.0177392430259316
1224,5.013905485743303
1225,5.010656114257086
1226,5.0085300305945495
1227,5.004763868727571
1228,5.00149061309622
1229,4.997928020370539
1230,4.995047246009734
1231,4.991704650620188
1232,4.988472839152366
1233,4.984741880507168
1234,4.9818152384208965
1235,4.978200330178303
1236,4.975470211536466
1237,4.972772450866732
1238,4.969393348616493
1239,4.964912743067432
1240,4.961017435089022
1241,4.957631623026336
1242,4.954052275557441
1243,4.951004852307828
1244,4.948345989760324
1245,4.943642310764542
1246,4.94032421699757
1247,4.936477842307352
1248,4.932816950882551
1249,4.9305290475747094
1250,4.92819541648337
1251,4.924723411094269
1252,4.920533691651109
1253,4.916879249976137
1254,4.914160020310556
1255,4.910167003763097
1256,4.90784569116301
1257,4.90510986882348
1258,4.902678652735443
1259,4.90056124748044
1260,4.897485374325915
1261,4.894105285010036
1262,4.891993723574705
1263,4.889185955980415
1264,4.88672470114217
1265,4.884592464115985
1266,4.881780331783992
1267,4.8782908238644165
1268,4.87570183879141
1269,4.873439306738132
1270,4.869322905175089
1271,4.86670146106671
1272,4.862106929064221
1273,4.85730178220855
1274,4.854416558358933
1275,4.852607833279844
1276,4.851311683086609
1277,4.8480367441471985
1278,4.844413673585635
1279,4.841227129746318
1280,4.839199711435639
1281,4.835907006929228
1282,4.833788154972577
1283,4.831891238845718
1284,4.8279856078710885
1285,4.824683425191122
1286,4.8215645682518815
1287,4.81842959113722
1288,4.816782128761011
1289,4.813423381035879
1290,4.810433126857189
1291,4.808969057695486
1292,4.805132318946517
1293,4.801888496729483
1294,4.798075290875548
1295,4.795278116798994
1296,4.790154036935038
1297,4.786014589642894
1298,4.7835631146954025
1299,4.780815235458698
1300,4.778747615217304
1301,4.775844913631111
1302,4.773653363968077
1303,4.770406540366349
1304,4.767856480095218
1305,4.764693058818278
1306,4.761862563873499
1307,4.75798953981605
1308,4.754785739150552
1309,4.752260287094271
1310,4.748769347659507
1311,4.7456417119405225
1312,4.742447431803883
1313,4.739371989804742
1314,4.736189713599586
1315,4.7346002017356525
1316,4.7324752107284365
1317,4.729586675967827
1318,4.725389087848462
1319,4.722313622564638
1320,4.718743707079431
1321,4.715917126129735
1322,4.7123537932370985
1323,4.709378546102426
1324,4.7063389629894035
1325,4.70313616894319
1326,4.698364886467043
1327,4.69492952840253
1328,4.690860793816068
1329,4.68816171672336
1330,4.685337179042739
1331,4.683350399553084
1332,4.681197009485512
1333,4.6771711659327435
1334,4.6741136747265335
1335,4.671225877227619
1336,4.667934651581111
1337,4.66551142138156
1338,4.662720389134804
1339,4.6606954359310135
1340,4.657961356933525
1341,4.65425432982452
1342,4.65047824071773
1343,4.647163649875029
1344,4.64518836587918
1345,4.643927903508935
1346,4.642175373826259
1347,4.639155628958674
1348,4.634489097407621
1349,4.631862205236282
1350,4.628456648627945
1351,4.626036274241586
1352,4.622554594519458
1353,4.619677405186836
1354,4.616727988765296
1355,4.6133773146985515
1356,4.611317524453214
1357,4.608447853948265
1358,4.606706109208917
1359,4.603942732560741
1360,4.60056369342415
1361,4.597640875666609
1362,4.595590277748547
1363,4.592700562836125
1364,4.590435676028295
1365,4.5872471256553435
1366,4.584783519770023
1367,4.582309591598926
1368,4.579579434922689
1369,4.575931116586554
1370,4.572743403409127
1371,4.570253835415804
